date,nav,scheme_code
2017-05-12,125.0653,102885
2017-06-01,101.1753,102885
2017-06-02,106.4526,102885
2017-06-03,106.3586,102885
2017-06-04,109.9271,102885
2017-06-06,112.965,102885
2017-06-07,114.8364,102885
2017-06-09,118.1296,102885
2017-06-10,119.3147,102885
2017-06-11,126.4517,102885
2017-06-12,124.4051,102885
2017-07-02,106.1948,102885
2017-07-03,106.2426,102885
2017-07-04,109.5809,102885
2017-07-06,113.4875,102885
2017-07-07,115.0403,102885
2017-07-08,119.13,102885
2017-07-09,118.2829,102885
2017-07-11,125.2329,102885
2017-07-12,125.3663,102885
2017-08-02,105.8007,102885
2017-08-03,106.2383,102885
2017-08-05,110.8981,102885
2017-08-06,113.5896,102885
2017-08-08,118.5519,102885
2017-08-09,118.4044,102885
2017-08-11,124.2026,102885
2017-08-12,126.3002,102885
2017-09-01,101.2803,102885
2017-09-02,105.7158,102885
2017-09-03,106.1971,102885
2017-09-05,111.0728,102885
2017-09-06,113.9725,102885
2017-09-08,117.2857,102885
2017-09-10,119.4439,102885
2017-09-11,125.0301,102885
2017-10-01,101.8459,102885
2017-10-02,105.9695,102885
2017-10-03,106.2793,102885
2017-10-04,109.8903,102885
2017-10-05,111.7951,102885
2017-10-07,116.0581,102885
2017-10-08,115.9131,102885
2017-10-10,119.8396,102885
2017-10-11,125.0721,102885
2017-11-01,102.4371,102885
2017-11-04,110.3891,102885
2017-11-05,111.8298,102885
2017-11-07,115.8198,102885
2017-11-08,115.3652,102885
2017-11-09,118.5782,102885
2017-11-10,119.6754,102885
2017-11-12,126.4628,102885
2017-12-01,102.635,102885
2017-12-04,110.115,102885
2017-12-05,111.7147,102885
2017-12-06,113.6892,102885
2017-12-07,116.5031,102885
2017-12-09,119.4728,102885
2017-12-10,120.2168,102885
2017-12-12,126.0324,102885
2018-01-01,127.9226,102885
2018-01-02,128.481,102885
2018-01-03,124.7032,102885
2018-01-06,126.6879,102885
2018-01-08,129.2919,102885
2018-01-10,124.481,102885
2018-01-11,122.2673,102885
2018-02-01,127.5204,102885
2018-02-02,126.4061,102885
2018-02-04,123.8019,102885
2018-02-05,127.8184,102885
2018-02-07,124.394,102885
2018-02-08,129.1818,102885
2018-02-11,123.3617,102885
2018-03-01,128.0004,102885
2018-03-04,124.3322,102885
2018-03-05,126.8691,102885
2018-03-07,124.9653,102885
2018-03-08,130.1071,102885
2018-03-09,131.1263,102885
2018-03-10,123.542,102885
2018-03-12,126.1793,102885
2018-04-01,128.6704,102885
2018-04-04,123.822,102885
2018-04-05,126.5503,102885
2018-04-06,125.7535,102885
2018-04-07,125.3955,102885
2018-04-09,130.0158,102885
2018-04-10,121.8792,102885
2018-04-12,126.5111,102885
2018-05-01,129.2997,102885
2018-05-02,125.8701,102885
2018-05-03,124.1511,102885
2018-05-04,125.4363,102885
2018-05-06,124.9401,102885
2018-05-07,125.157,102885
2018-05-09,129.6713,102885
2018-05-10,120.0788,102885
2018-05-11,123.2837,102885
2018-05-12,125.7671,102885
2018-06-02,124.5005,102885
2018-06-03,122.955,102885
2018-06-04,125.4626,102885
2018-06-06,125.934,102885
2018-06-07,125.3871,102885
2018-06-08,130.5259,102885
2018-06-09,130.2235,102885
2018-06-11,122.9042,102885
2018-06-12,124.5866,102885
2018-07-02,124.7246,102885
2018-07-03,122.0365,102885
2018-07-05,126.8904,102885
2018-07-06,126.2882,102885
2018-07-08,130.2285,102885
2018-07-09,130.438,102885
2018-07-12,125.46,102885
2018-08-01,129.4033,102885
2018-08-02,125.9547,102885
2018-08-03,122.6595,102885
2018-08-05,127.2219,102885
2018-08-06,126.5564,102885
2018-08-08,130.5749,102885
2018-08-10,119.835,102885
2018-09-01,129.1256,102885
2018-09-02,125.4293,102885
2018-09-03,122.627,102885
2018-09-04,126.0565,102885
2018-09-05,127.0825,102885
2018-09-07,125.9226,102885
2018-09-08,130.8045,102885
2018-09-10,119.3284,102885
2018-09-11,123.8575,102885
2018-10-01,129.0958,102885
2018-10-04,125.9449,102885
2018-10-05,126.7822,102885
2018-10-07,126.3927,102885
2018-10-08,130.5009,102885
2018-10-09,129.0094,102885
2018-10-10,121.3882,102885
2018-10-12,123.6574,102885
2018-11-01,129.3758,102885
2018-11-04,125.9098,102885
2018-11-05,126.8063,102885
2018-11-06,126.6005,102885
2018-11-07,126.3898,102885
2018-11-09,127.8564,102885
2018-11-10,119.5853,102885
2018-11-12,124.3509,102885
2018-12-01,129.5059,102885
2018-12-02,125.7713,102885
2018-12-03,123.4318,102885
2018-12-04,126.2651,102885
2018-12-06,127.2783,102885
2018-12-07,126.7917,102885
2018-12-09,128.6459,102885
2018-12-10,121.2855,102885
2018-12-11,122.8105,102885
2018-12-12,126.2889,102885
2019-01-01,128.6189,102885
2019-01-02,125.8897,102885
2019-01-03,126.6532,102885
2019-01-04,134.8209,102885
2019-01-07,138.2709,102885
2019-01-08,133.2608,102885
2019-01-10,138.9072,102885
2019-01-11,142.5269,102885
2019-02-01,127.858,102885
2019-02-04,135.2859,102885
2019-02-05,134.5759,102885
2019-02-07,138.6605,102885
2019-02-08,133.4492,102885
2019-02-12,144.7423,102885
2019-03-01,127.2333,102885
2019-03-04,134.3627,102885
2019-03-05,134.8311,102885
2019-03-06,139.7022,102885
2019-03-07,138.6793,102885
2019-03-09,132.2354,102885
2019-03-10,138.4091,102885
2019-03-12,144.52,102885
2019-04-01,127.4713,102885
2019-04-02,126.0099,102885
2019-04-04,134.0614,102885
2019-04-06,139.1588,102885
2019-04-07,139.1706,102885
2019-04-09,132.9385,102885
2019-04-10,137.0948,102885
2019-04-11,142.6787,102885
2019-04-12,144.9189,102885
2019-05-02,126.0027,102885
2019-05-03,128.1469,102885
2019-05-04,134.4006,102885
2019-05-07,138.4324,102885
2019-05-08,132.2376,102885
2019-05-09,133.0959,102885
2019-05-11,142.4645,102885
2019-05-12,143.8659,102885
2019-06-02,126.6809,102885
2019-06-03,128.8971,102885
2019-06-05,134.181,102885
2019-06-06,137.8623,102885
2019-06-08,133.2385,102885
2019-06-09,133.8331,102885
2019-06-11,142.9008,102885
2019-06-12,143.1233,102885
2019-07-01,127.6168,102885
2019-07-02,127.1166,102885
2019-07-03,128.9721,102885
2019-07-05,133.4392,102885
2019-07-06,138.1196,102885
2019-07-08,132.8904,102885
2019-07-10,136.899,102885
2019-07-11,143.141,102885
2019-08-01,127.3056,102885
2019-08-02,126.7889,102885
2019-08-03,129.2382,102885
2019-08-04,133.6217,102885
2019-08-05,132.4012,102885
2019-08-07,136.3846,102885
2019-08-08,134.0087,102885
2019-08-11,142.6874,102885
2019-09-01,127.3356,102885
2019-09-04,133.6889,102885
2019-09-05,131.6911,102885
2019-09-07,136.679,102885
2019-09-08,134.5826,102885
2019-09-09,134.4214,102885
2019-09-10,138.305,102885
2019-09-12,143.3046,102885
2019-10-01,127.5204,102885
2019-10-04,133.4281,102885
2019-10-05,131.9428,102885
2019-10-06,138.2469,102885
2019-10-07,135.8232,102885
2019-10-10,137.7151,102885
2019-10-12,142.5809,102885
2019-11-01,127.3466,102885
2019-11-02,126.1507,102885
2019-11-03,130.6979,102885
2019-11-04,133.6666,102885
2019-11-06,138.5291,102885
2019-11-07,136.6711,102885
2019-11-09,134.4118,102885
2019-11-10,138.1307,102885
2019-11-11,142.8451,102885
2019-11-12,142.6938,102885
2019-12-02,125.5888,102885
2019-12-03,131.3918,102885
2019-12-04,134.0223,102885
2019-12-06,137.8929,102885
2019-12-07,136.6314,102885
2019-12-09,134.3579,102885
2019-12-12,143.4521,102885
2020-01-01,145.8266,102885
2020-01-04,115.7847,102885
2020-01-06,127.2979,102885
2020-01-07,133.4168,102885
2020-01-09,142.9204,102885
2020-01-10,139.9009,102885
2020-01-12,157.2192,102885
2020-02-01,146.5346,102885
2020-02-03,143.34,102885
2020-02-06,128.2446,102885
2020-02-07,133.9784,102885
2020-02-09,143.8399,102885
2020-02-11,141.858,102885
2020-02-12,157.5396,102885
2020-03-01,146.2759,102885
2020-03-02,146.2941,102885
2020-03-03,144.7785,102885
2020-03-04,114.0196,102885
2020-03-06,128.8554,102885
2020-03-07,134.7755,102885
2020-03-08,137.7514,102885
2020-03-09,143.6652,102885
2020-03-11,142.7425,102885
2020-03-12,158.038,102885
2020-04-02,148.5646,102885
2020-04-03,143.8306,102885
2020-04-05,123.4263,102885
2020-04-06,128.755,102885
2020-04-08,138.8912,102885
2020-04-09,141.8275,102885
2020-04-11,144.065,102885
2020-04-12,159.0102,102885
2020-05-02,149.3944,102885
2020-05-03,144.4632,102885
2020-05-05,122.4051,102885
2020-05-06,130.5896,102885
2020-05-08,139.1362,102885
2020-05-10,140.2513,102885
2020-05-11,145.9894,102885
2020-06-01,144.2269,102885
2020-06-02,150.4163,102885
2020-06-03,142.708,102885
2020-06-05,123.1535,102885
2020-06-07,136.0792,102885
2020-06-08,139.5923,102885
2020-06-10,140.9724,102885
2020-06-11,146.7956,102885
2020-07-01,144.6738,102885
2020-07-02,150.5247,102885
2020-07-04,119.5383,102885
2020-07-05,122.3336,102885
2020-07-07,136.5338,102885
2020-07-08,140.0066,102885
2020-07-09,141.3377,102885
2020-07-10,141.0656,102885
2020-07-12,160.151,102885
2020-08-01,144.7536,102885
2020-08-04,119.4764,102885
2020-08-05,122.4208,102885
2020-08-06,131.2652,102885
2020-08-07,135.8266,102885
2020-08-09,140.3446,102885
2020-08-10,141.6745,102885
2020-08-12,160.1641,102885
2020-09-01,146.2509,102885
2020-09-03,138.794,102885
2020-09-04,122.9341,102885
2020-09-06,130.4283,102885
2020-09-07,136.6295,102885
2020-09-09,139.5478,102885
2020-09-10,142.5968,102885
2020-09-11,148.6108,102885
2020-09-12,161.0466,102885
2020-10-01,146.6916,102885
2020-10-02,150.2957,102885
2020-10-06,130.8139,102885
2020-10-07,136.057,102885
2020-10-08,141.7017,102885
2020-10-09,140.82,102885
2020-10-11,149.3783,102885
2020-10-12,160.5166,102885
2020-11-02,150.5861,102885
2020-11-03,138.1919,102885
2020-11-05,122.1221,102885
2020-11-06,128.7612,102885
2020-11-08,141.6377,102885
2020-11-09,140.962,102885
2020-11-11,150.3674,102885
2020-11-12,160.5208,102885
2020-12-02,150.6495,102885
2020-12-03,129.8637,102885
2020-12-05,122.2613,102885
2020-12-06,129.6054,102885
2020-12-08,141.6819,102885
2020-12-10,142.5099,102885
2020-12-11,150.1439,102885
2021-01-01,164.9594,102885
2021-01-02,166.0822,102885
2021-01-03,173.216,102885
2021-01-04,173.8911,102885
2021-01-06,181.6992,102885
2021-01-07,184.9294,102885
2021-01-09,198.4543,102885
2021-01-10,203.2004,102885
2021-01-11,205.8743,102885
2021-01-12,200.9686,102885
2021-02-02,169.6095,102885
2021-02-03,174.7499,102885
2021-02-06,182.4154,102885
2021-02-07,185.4759,102885
2021-02-08,190.1296,102885
2021-02-09,199.442,102885
2021-02-11,205.6104,102885
2021-02-12,202.3938,102885
2021-03-02,171.024,102885
2021-03-03,177.0025,102885
2021-03-05,174.3689,102885
2021-03-06,183.3917,102885
2021-03-08,191.6074,102885
2021-03-09,200.3529,102885
2021-03-11,205.2061,102885
2021-03-12,201.1565,102885
2021-04-01,166.37,102885
2021-04-02,172.7968,102885
2021-04-03,176.6784,102885
2021-04-05,173.3145,102885
2021-04-06,183.1225,102885
2021-04-08,191.8499,102885
2021-04-10,205.6634,102885
2021-05-01,167.0706,102885
2021-05-02,173.3041,102885
2021-05-03,175.2728,102885
2021-05-04,172.4919,102885
2021-05-05,174.3661,102885
2021-05-07,186.527,102885
2021-05-08,192.1057,102885
2021-05-10,206.1681,102885
2021-06-01,166.8586,102885
2021-06-04,172.7288,102885
2021-06-05,174.7953,102885
2021-06-07,186.5355,102885
2021-06-08,191.5012,102885
2021-06-09,200.1423,102885
2021-06-10,204.4038,102885
2021-06-12,198.9393,102885
2021-07-01,167.2154,102885
2021-07-04,173.8979,102885
2021-07-05,175.2706,102885
2021-07-06,183.6839,102885
2021-07-07,187.1643,102885
2021-07-09,199.7712,102885
2021-07-10,205.7593,102885
2021-07-12,200.6196,102885
2021-08-01,169.0512,102885
2021-08-02,175.0565,102885
2021-08-03,175.4795,102885
2021-08-04,174.4937,102885
2021-08-06,183.961,102885
2021-08-07,186.2013,102885
2021-08-09,199.7805,102885
2021-08-10,206.5369,102885
2021-08-11,206.6911,102885
2021-08-12,202.7041,102885
2021-09-02,174.8116,102885
2021-09-03,175.7018,102885
2021-09-04,174.264,102885
2021-09-06,183.1928,102885
2021-09-07,186.3688,102885
2021-09-08,191.4432,102885
2021-09-09,200.1387,102885
2021-09-11,206.6714,102885
2021-09-12,203.043,102885
2021-10-02,175.0034,102885
2021-10-03,176.2264,102885
2021-10-05,176.5201,102885
2021-10-06,184.6071,102885
2021-10-08,191.2733,102885
2021-10-11,206.6095,102885
2021-10-12,202.9322,102885
2021-11-01,169.4525,102885
2021-11-02,175.3302,102885
2021-11-05,176.1339,102885
2021-11-06,184.9076,102885
2021-11-08,191.2056,102885
2021-11-10,207.564,102885
2021-11-11,205.6196,102885
2021-12-01,170.0237,102885
2021-12-02,174.9236,102885
2021-12-03,175.6292,102885
2021-12-04,169.7101,102885
2021-12-05,175.0876,102885
2021-12-07,186.5478,102885
2021-12-08,192.2396,102885
2021-12-10,207.7442,102885
2021-12-11,207.1926,102885
2022-01-02,202.8736,102885
2022-01-04,205.0732,102885
2022-01-06,195.1113,102885
2022-01-07,187.8968,102885
2022-01-08,202.6793,102885
2022-01-09,204.9573,102885
2022-01-11,209.6497,102885
2022-01-12,212.3761,102885
2022-02-02,204.2039,102885
2022-02-03,196.8587,102885
2022-02-05,201.6542,102885
2022-02-06,195.8808,102885
2022-02-08,202.9055,102885
2022-02-09,204.481,102885
2022-02-11,209.0293,102885
2022-02-12,211.8356,102885
2022-03-01,204.6563,102885
2022-03-02,203.0368,102885
2022-03-03,196.675,102885
2022-03-06,194.9551,102885
2022-03-08,202.7769,102885
2022-03-10,202.5958,102885
2022-03-11,208.9581,102885
2022-04-01,205.4452,102885
2022-04-02,202.7183,102885
2022-04-03,194.5453,102885
2022-04-04,207.7567,102885
2022-04-05,198.0695,102885
2022-04-07,189.0695,102885
2022-04-08,203.4416,102885
2022-04-10,205.5217,102885
2022-04-11,209.2902,102885
2022-05-01,205.9872,102885
2022-05-04,207.6188,102885
2022-05-05,198.1636,102885
2022-05-07,188.9627,102885
2022-05-08,203.8085,102885
2022-05-09,205.5593,102885
2022-05-12,212.026,102885
2022-06-01,205.2163,102885
2022-06-04,206.8153,102885
2022-06-05,195.5675,102885
2022-06-06,194.1551,102885
2022-06-07,190.754,102885
2022-06-09,205.807,102885
2022-06-10,206.0742,102885
2022-06-12,211.2263,102885
2022-07-01,205.6806,102885
2022-07-02,200.939,102885
2022-07-03,192.496,102885
2022-07-04,206.1181,102885
2022-07-06,192.7258,102885
2022-07-07,192.5479,102885
2022-07-09,205.9141,102885
2022-07-10,206.029,102885
2022-07-11,209.949,102885
2022-07-12,210.4831,102885
2022-08-02,201.5931,102885
2022-08-03,193.7382,102885
2022-08-04,206.9227,102885
2022-08-06,192.1974,102885
2022-08-07,193.1544,102885
2022-08-08,204.5187,102885
2022-08-09,207.1491,102885
2022-08-12,210.7918,102885
2022-09-02,203.1954,102885
2022-09-03,195.8752,102885
2022-09-05,194.7232,102885
2022-09-06,192.6713,102885
2022-09-09,207.5708,102885
2022-09-11,208.5555,102885
2022-09-12,210.2385,102885
2022-10-01,206.5265,102885
2022-10-02,204.0789,102885
2022-10-03,198.0201,102885
2022-10-05,193.5752,102885
2022-10-06,190.8412,102885
2022-10-08,204.1617,102885
2022-10-10,204.9626,102885
2022-10-11,207.5676,102885
2022-11-01,206.295,102885
2022-11-02,202.1142,102885
2022-11-03,198.6154,102885
2022-11-04,206.3949,102885
2022-11-05,192.8411,102885
2022-11-07,193.094,102885
2022-11-08,204.9223,102885
2022-11-10,202.7572,102885
2022-11-11,208.4908,102885
2022-12-01,207.3989,102885
2022-12-04,204.8881,102885
2022-12-05,190.1748,102885
2022-12-07,192.2079,102885
2022-12-08,204.6542,102885
2022-12-09,208.6171,102885
2022-12-10,203.4,102885
2022-12-12,210.318,102885
2023-01-02,202.2637,102885
2023-01-03,198.928,102885
2023-01-06,211.2094,102885
2023-01-08,222.4007,102885
2023-01-09,222.9696,102885
2023-01-11,221.2326,102885
2023-01-12,231.3474,102885
2023-02-01,208.4276,102885
2023-02-02,202.3664,102885
2023-02-03,198.1346,102885
2023-02-05,206.0687,102885
2023-02-06,211.766,102885
2023-02-08,221.1201,102885
2023-02-11,222.345,102885
2023-03-01,208.961,102885
2023-03-02,203.0323,102885
2023-03-03,199.5635,102885
2023-03-04,198.9828,102885
2023-03-05,206.3042,102885
2023-03-07,217.2573,102885
2023-03-08,220.1261,102885
2023-03-10,225.2051,102885
2023-03-11,223.1972,102885
2023-04-01,207.5694,102885
2023-04-05,207.9197,102885
2023-04-07,217.6481,102885
2023-04-08,221.7659,102885
2023-04-09,224.005,102885
2023-04-10,224.2274,102885
2023-04-12,234.2026,102885
2023-05-01,207.0722,102885
2023-05-04,200.1529,102885
2023-05-05,206.9502,102885
2023-05-06,212.1467,102885
2023-05-07,218.3549,102885
2023-05-09,224.3307,102885
2023-05-10,224.9831,102885
2023-05-12,235.0492,102885
2023-06-01,205.7395,102885
2023-06-02,202.125,102885
2023-06-03,199.9106,102885
2023-06-04,200.6496,102885
2023-06-06,212.4698,102885
2023-06-07,218.797,102885
2023-06-09,224.6342,102885
2023-06-10,225.9738,102885
2023-06-11,224.6676,102885
2023-06-12,235.7304,102885
2023-07-02,201.6978,102885
2023-07-06,213.4046,102885
2023-07-07,217.5824,102885
2023-07-08,222.4613,102885
2023-07-09,225.6455,102885
2023-07-11,225.0613,102885
2023-07-12,236.0509,102885
2023-08-02,202.281,102885
2023-08-03,199.9449,102885
2023-08-05,208.4462,102885
2023-08-06,212.4468,102885
2023-08-08,222.4857,102885
2023-08-09,226.6052,102885
2023-08-11,225.1992,102885
2023-08-12,236.1702,102885
2023-09-01,207.1613,102885
2023-09-02,202.0109,102885
2023-09-03,198.8806,102885
2023-09-05,208.1397,102885
2023-09-06,212.2178,102885
2023-09-08,222.4884,102885
2023-09-10,224.564,102885
2023-09-11,225.0151,102885
2023-10-01,205.7842,102885
2023-10-02,202.1659,102885
2023-10-03,197.8949,102885
2023-10-04,200.6162,102885
2023-10-05,208.6051,102885
2023-10-07,217.5844,102885
2023-10-08,222.0084,102885
2023-10-10,226.5247,102885
2023-10-11,225.1034,102885
2023-11-01,205.3251,102885
2023-11-04,201.6169,102885
2023-11-05,208.1475,102885
2023-11-07,218.3332,102885
2023-11-08,221.1544,102885
2023-11-09,227.7702,102885
2023-11-10,227.6061,102885
2023-11-12,236.6908,102885
2023-12-01,204.9184,102885
2023-12-04,202.9954,102885
2023-12-05,208.2509,102885
2023-12-06,212.6915,102885
2023-12-07,218.3095,102885
2023-12-09,227.1148,102885
2023-12-10,227.4959,102885
2023-12-12,235.8377,102885
2024-01-01,241.7345,102885
2024-01-02,244.7306,102885
2024-01-03,246.9249,102885
2024-01-04,253.8725,102885
2024-01-07,273.905,102885
2024-01-08,279.0966,102885
2024-01-10,288.214,102885
2024-02-01,241.5825,102885
2024-02-02,245.5788,102885
2024-02-04,253.6703,102885
2024-02-05,258.5066,102885
2024-02-07,274.026,102885
2024-02-08,277.4606,102885
2024-02-09,282.4213,102885
2024-02-12,279.4881,102885
2024-03-01,240.9319,102885
2024-03-04,253.9328,102885
2024-03-05,257.4697,102885
2024-03-06,265.0049,102885
2024-03-07,275.4882,102885
2024-03-09,282.4924,102885
2024-03-10,284.1759,102885
2024-03-12,280.8092,102885
2024-04-01,242.4604,102885
2024-04-03,247.9424,102885
2024-04-04,253.9516,102885
2024-04-06,253.6749,102885
2024-04-07,276.3593,102885
2024-04-09,282.4454,102885
2024-04-10,281.4313,102885
2024-04-11,273.6192,102885
2024-04-12,281.3997,102885
2024-05-01,242.0639,102885
2024-05-02,243.962,102885
2024-05-03,248.3238,102885
2024-05-04,253.7192,102885
2024-05-06,260.6504,102885
2024-05-07,277.4401,102885
2024-05-08,272.0263,102885
2024-05-09,282.4397,102885
2024-05-11,274.5231,102885
2024-05-12,282.9321,102885
2024-06-02,245.76,102885
2024-06-03,248.106,102885
2024-06-05,256.8374,102885
2024-06-06,261.8417,102885
2024-06-08,271.2683,102885
2024-06-09,280.5257,102885
2024-06-11,277.0593,102885
2024-06-12,282.8432,102885
2024-07-02,246.372,102885
2024-07-03,248.688,102885
2024-07-05,255.3596,102885
2024-07-06,265.3417,102885
2024-07-08,273.0159,102885
2024-07-10,278.6939,102885
2024-07-11,274.7165,102885
2024-08-01,240.736,102885
2024-08-02,244.9975,102885
2024-08-04,254.9223,102885
2024-08-05,256.2742,102885
2024-08-07,276.4568,102885
2024-08-08,272.2495,102885
2024-08-10,281.153,102885
2024-08-11,273.7641,102885
2024-09-01,241.4057,102885
2024-09-02,244.7731,102885
2024-09-04,255.2242,102885
2024-09-05,253.7736,102885
2024-09-07,277.4434,102885
2024-09-08,273.7028,102885
2024-09-09,280.7683,102885
2024-09-10,282.9616,102885
2024-09-12,283.0986,102885
2024-10-01,242.1772,102885
2024-10-04,256.044,102885
2024-10-05,254.8858,102885
2024-10-06,266.5078,102885
2024-10-07,277.2833,102885
2024-10-09,281.8307,102885
2024-10-10,282.9011,102885
2024-10-12,283.3029,102885
2024-11-01,242.5817,102885
2024-11-03,248.8682,102885
2024-11-06,265.8605,102885
2024-11-07,276.9769,102885
2024-11-09,281.607,102885
2024-11-10,283.1477,102885
2024-11-11,273.7487,102885
2024-11-12,283.5574,102885
2024-12-01,244.138,102885
2024-12-02,243.743,102885
2024-12-03,248.2723,102885
2024-12-04,254.5754,102885
2024-12-06,266.5061,102885
2024-12-07,277.1863,102885
2024-12-08,273.7276,102885
2024-12-09,285.0932,102885
2024-12-11,271.5638,102885
2024-12-12,283.3955,102885
2025-01-01,277.0717,102885
2025-01-04,277.9288,102885
2025-01-07,307.3509,102885
2025-01-08,297.6357,102885
2025-01-09,297.2617,102885
2025-01-10,301.3551,102885
2025-01-12,311.6852,102885
2025-02-01,279.6299,102885
2025-02-04,280.0323,102885
2025-02-05,288.6412,102885
2025-02-06,296.4341,102885
2025-02-07,306.6868,102885
2025-02-09,297.2952,102885
2025-02-12,311.2194,102885
2025-03-01,278.2499,102885
2025-03-02,274.9494,102885
2025-03-03,265.476,102885
2025-03-04,279.9408,102885
2025-03-06,295.6708,102885
2025-03-07,305.8212,102885
2025-03-09,298.8206,102885
2025-03-10,302.9401,102885
2025-03-11,310.4597,102885
2025-03-12,310.016,102885
2025-04-02,278.2446,102885
2025-04-03,265.3801,102885
2025-04-04,277.0628,102885
2025-04-06,296.7396,102885
2025-04-07,306.44,102885
2025-04-08,299.5698,102885
2025-04-09,298.891,102885
2025-04-11,309.6139,102885
2025-04-12,309.833,102885
2025-05-02,278.387,102885
2025-05-03,267.5089,102885
2025-05-05,289.8788,102885
2025-05-06,298.3212,102885
2025-05-08,299.5489,102885
2025-05-09,298.5969,102885
2025-05-12,311.0469,102885
2025-06-01,274.6571,102885
2025-06-02,276.6552,102885
2025-06-03,269.5924,102885
2025-06-05,288.7365,102885
2025-06-06,300.0742,102885
2025-06-08,298.9537,102885
2025-06-10,304.4545,102885
2025-06-11,307.9796,102885
2025-07-01,275.8351,102885
2025-07-02,276.0579,102885
2025-07-03,269.3115,102885
2025-07-04,271.2068,102885
2025-07-05,290.1196,102885
2025-07-07,306.2878,102885
2025-07-08,298.7215,102885
2025-07-10,305.1023,102885
2025-07-11,307.3054,102885
2025-08-01,274.8926,102885
2025-08-04,274.2925,102885
2025-08-05,287.7066,102885
2025-08-07,307.5897,102885
2025-08-08,295.6728,102885
2025-08-09,298.7706,102885
2025-08-10,304.769,102885
2025-08-12,307.7587,102885
2025-09-01,273.7928,102885
2025-09-04,273.1925,102885
2025-09-05,286.9542,102885
2025-09-06,301.9163,102885
2025-09-07,308.0131,102885
2025-09-09,299.5842,102885
2025-09-10,305.9312,102885
2025-09-12,307.6166,102885
2025-10-01,272.52,102885
2025-10-02,274.239,102885
2025-10-03,268.7675,102885
2025-10-06,301.3193,102885
2025-10-07,305.963,102885
2025-10-09,299.9533,102885
2025-10-10,306.4502,102885
2025-10-11,308.0274,102885
2025-10-12,306.3432,102885
2025-11-02,271.7355,102885
2025-11-03,269.2015,102885
2025-11-04,276.0922,102885
2025-11-06,300.9847,102885
2025-11-07,304.1974,102885
2025-11-08,297.45,102885
2025-11-09,300.3717,102885
2025-11-11,308.9213,102885
2025-11-12,307.4893,102885
2025-12-02,271.8736,102885
2025-12-03,269.2089,102885
2025-12-05,292.983,102885
2025-12-06,299.4127,102885
2025-12-08,295.6656,102885
2025-12-09,301.9295,102885
2025-12-11,310.1978,102885
2025-12-12,309.3957,102885
2026-01-01,311.2921,102885
2026-01-04,286.294,102885
2026-01-06,307.0627,102885
2026-01-07,313.3461,102885
2026-02-01,312.8526,102885
2026-02-02,298.8622,102885
2026-02-03,301.8011,102885
2026-02-04,286.4497,102885
2026-02-06,308.4988,102885
2026-02-07,315.0436,102885
2026-03-02,305.8287,102885
2026-03-06,307.3408,102885
2026-03-07,315.7488,102885
2026-03-08,321.6575,102885
2026-04-02,307.052,102885
2026-04-03,298.6815,102885
2026-04-05,308.8658,102885
2026-04-06,307.24,102885
2026-04-08,320.4277,102885
2026-05-01,312.787,102885
2026-05-02,306.0754,102885
2026-05-03,301.7918,102885
2026-05-05,308.1324,102885
2026-05-06,307.4286,102885
2026-05-08,320.79,102885
2026-06-01,312.6877,102885
2026-06-02,307.0679,102885
2026-06-03,299.8722,102885
2026-06-04,289.7233,102885
2026-06-05,310.509,102885
2026-06-07,316.6556,102885
2026-06-08,320.0812,102885
2026-07-01,312.2641,102885
2026-07-04,290.4263,102885
2026-07-05,310.7953,102885
2026-07-07,316.1463,102885
2026-07-08,319.795,102885
2026-08-01,309.2797,102885
2026-08-04,298.2106,102885
2026-08-05,308.9577,102885
2026-08-06,304.1345,102885
2026-08-07,311.4451,102885
2026-09-01,307.3861,102885
2026-09-02,309.4785,102885
2026-09-03,295.6079,102885
2026-09-04,297.3478,102885
2026-09-06,306.1169,102885
2026-09-07,312.0564,102885
2026-10-02,310.3585,102885
2026-10-03,297.9474,102885
2026-10-04,301.0769,102885
2026-10-06,304.0878,102885
2026-10-07,315.1705,102885
2026-10-08,320.4991,102885
2026-11-02,311.4042,102885
2026-11-03,295.0228,102885
2026-11-05,305.3804,102885
2026-11-06,302.228,102885
2026-11-08,319.6929,102885
2026-12-01,308.0607,102885
2026-12-02,310.7111,102885
2026-12-03,294.5949,102885
2026-12-05,300.3037,102885
2026-12-06,306.7313,102885
2026-12-08,319.1134,102885
2013-01-02,14.5671,118632
2013-01-03,13.8247,118632
2013-01-04,13.6324,118632
2013-01-07,13.6086,118632
2013-01-08,12.766,118632
2013-01-10,13.2715,118632
2013-01-11,14.4273,118632
2013-02-01,14.6967,118632
2013-02-04,13.8124,118632
2013-02-05,14.229,118632
2013-02-07,13.5237,118632
2013-02-08,12.6617,118632
2013-02-09,12.794,118632
2013-02-12,14.4415,118632
2013-03-01,14.7305,118632
2013-03-04,13.6549,118632
2013-03-05,14.1115,118632
2013-03-06,13.8393,118632
2013-03-07,13.2808,118632
2013-03-09,12.3669,118632
2013-03-10,13.5608,118632
2013-03-12,14.469,118632
2013-04-01,14.8037,118632
2013-04-02,14.5479,118632
2013-04-03,13.7577,118632
2013-04-04,13.4167,118632
2013-04-06,13.8528,118632
2013-04-07,13.3744,118632
2013-04-09,12.564,118632
2013-04-10,13.5546,118632
2013-04-12,14.408,118632
2013-05-02,14.4313,118632
2013-05-03,13.9807,118632
